,EpochLoss
0,7.210446834564209
1,4.568027019500732
2,2.455137014389038
3,1.17899751663208
4,0.42040055990219116
5,0.12102881073951721
6,0.06513319909572601
7,0.07041258364915848
8,0.07015339285135269
9,0.06170238181948662
10,0.048391975462436676
11,0.03546247258782387
12,0.026105256751179695
13,0.020345278084278107
14,0.01874867081642151
15,0.01556940283626318
16,0.009556393139064312
17,0.005302331876009703
18,0.0041185724548995495
19,0.00354696880094707
20,0.00218537962064147
21,0.0009452071972191334
22,0.0006246128468774259
23,0.00047377453302033246
24,0.0004273048252798617
25,0.0003010612854268402
26,0.00014973041834309697
27,0.0001392270642099902
28,0.00020583992591127753
29,0.00014206529885996133
30,7.607776205986738e-05
31,4.9672104069031775e-05
32,3.617944457801059e-05
33,2.95205809379695e-05
34,2.660936843312811e-05
35,2.461759686411824e-05
36,2.1919064238318242e-05
37,1.8611075574881397e-05
38,1.551070272398647e-05
39,1.3066667634120677e-05
40,1.1260178325755987e-05
41,9.906775630952325e-06
42,8.838323992677033e-06
43,7.94652987679001e-06
44,7.174092388595454e-06
45,6.495522484328831e-06
46,5.899262305320008e-06
47,5.378483365348075e-06
48,4.9268237489741296e-06
49,4.535236712399637e-06
50,4.194614575681044e-06
51,3.896342150255805e-06
52,3.632056404967443e-06
53,3.3955077469727257e-06
54,3.1812014640308917e-06
55,2.9857583285775036e-06
56,2.8062677301932126e-06
57,2.640758793859277e-06
58,2.487701522113639e-06
59,2.3460950160369975e-06
60,2.2150572931423085e-06
61,2.093998546115472e-06
62,1.982036337722093e-06
63,1.8786411146720638e-06
64,1.7833713172876742e-06
65,1.6955502815108048e-06
66,1.6149133443832397e-06
67,1.540429821034195e-06
68,1.4720122862854623e-06
69,1.4091300499785575e-06
70,1.350989009551995e-06
71,1.2976182688362314e-06
72,1.2484292710723821e-06
73,1.2029507843180909e-06
74,1.1611242598519311e-06
75,1.1220952274015872e-06
76,1.0860998145290068e-06
77,1.052813786373008e-06
78,1.0219724799753749e-06
79,9.931045497069135e-07
80,9.662393267717562e-07
81,9.412297572453099e-07
82,9.178401683129778e-07
83,8.95834830316744e-07
84,8.751255791139556e-07
85,8.557711339562957e-07
86,8.374773301511595e-07
87,8.202439403248718e-07
88,8.040118473218172e-07
89,7.886047228566895e-07
90,7.739045031485148e-07
91,7.599996365570405e-07
92,7.468017315659381e-07
93,7.341634500335203e-07
94,7.221144073810137e-07
95,7.107134365469392e-07
96,6.996363595135335e-07
97,6.892369697197864e-07
98,6.790731958972174e-07
99,6.693512659694534e-07
100,6.600418487323623e-07
101,6.509385457320604e-07
102,6.422476985790126e-07
103,6.339692504298e-07
104,6.257498057493649e-07
105,6.180310379022558e-07
106,6.103711598370865e-07
107,6.029765131643217e-07
108,5.958175393061538e-07
109,5.888648502150318e-07
110,5.820004389534006e-07
111,5.755189818046347e-07
112,5.69184862797556e-07
113,5.629096335724171e-07
114,5.568700771618751e-07
115,5.510367486749601e-07
116,5.451445872495242e-07
117,5.394585400608776e-07
118,5.340671123121865e-07
119,5.287346311888541e-07
120,5.234315949564916e-07
121,5.183053417567862e-07
122,5.132673663865717e-07
123,5.083178393761045e-07
124,5.035746539761021e-07
125,4.988018531548732e-07
126,4.942353371006902e-07
127,4.896687642030884e-07
128,4.852200845562038e-07
129,4.807714049093192e-07
130,4.7649947987338237e-07
131,4.721981099464756e-07
132,4.68132299147328e-07
133,4.6415502197305614e-07
134,4.6014827148610493e-07
135,4.5614146415573487e-07
136,4.523114398580219e-07
137,4.4851086045127886e-07
138,4.448871209206118e-07
139,4.411454312958085e-07
140,4.3752160650001315e-07
141,4.340157033766445e-07
142,4.303623768464604e-07
143,4.2691536350503156e-07
144,4.235861865709012e-07
145,4.2037481762235984e-07
146,4.170161389538407e-07
147,4.138048268487182e-07
148,4.1059345790017687e-07
149,4.074999537806434e-07
150,4.043180581447814e-07
151,4.011950807125686e-07
152,3.982194130003336e-07
153,3.9527327544419677e-07
154,3.9229760773196176e-07
155,3.89410246270927e-07
156,3.865524433876999e-07
157,3.8375358712983143e-07
158,3.80984118919514e-07
159,3.781852058182267e-07
160,3.7544526776400744e-07
161,3.7276419107001857e-07
162,3.7008317121944856e-07
163,3.6754937582372804e-07
164,3.6486835597315803e-07
165,3.624229805154755e-07
166,3.5991868685414374e-07
167,3.574144216145214e-07
168,3.549984910478088e-07
169,3.52671037262553e-07
170,3.503140248994896e-07
171,3.478981227544864e-07
172,3.4565894679872144e-07
173,3.4321359976274834e-07
174,3.410923170577007e-07
175,3.3867644333440694e-07
176,3.364667406913213e-07
177,3.343160415170132e-07
178,3.321947588119656e-07
179,3.3013236588885775e-07
180,3.2792269166748156e-07
181,3.2580143738414336e-07
182,3.237390160393261e-07
183,3.2176507147596567e-07
184,3.197616535999259e-07
185,3.1764031405145943e-07
186,3.1572528769174824e-07
187,3.1386915111397684e-07
188,3.1186570481622766e-07
189,3.100095966601657e-07
190,3.079766770497372e-07
191,3.062384053009737e-07
192,3.044117420358816e-07
193,3.0249665883275156e-07
194,3.006699955676595e-07
195,2.9893169539718656e-07
196,2.971639503357437e-07
197,2.954256501652708e-07
198,2.935695135874994e-07
199,2.9194910666774376e-07
