,EpochLoss
0,4.552399635314941
1,3.7766551971435547
2,3.113687515258789
3,2.4819140434265137
4,1.8485758304595947
5,1.212765097618103
6,0.650559663772583
7,0.2765953838825226
8,0.11994405835866928
9,0.08826210349798203
10,0.09189305454492569
11,0.09938501566648483
12,0.10579244792461395
13,0.11100148409605026
14,0.11527913063764572
15,0.11848175525665283
16,0.12115819752216339
17,0.12315467745065689
18,0.12346692383289337
19,0.12161962687969208
20,0.11831710487604141
21,0.1148470789194107
22,0.11143497377634048
23,0.10744133591651917
24,0.10228785127401352
25,0.09585724771022797
26,0.08858524262905121
27,0.08118212223052979
28,0.07411117106676102
29,0.06754770874977112
30,0.06161077693104744
31,0.05652661621570587
32,0.052607033401727676
33,0.04975588992238045
34,0.04713580757379532
35,0.043803561478853226
36,0.03968135640025139
37,0.03544943779706955
38,0.03168054297566414
39,0.028506916016340256
40,0.025845613330602646
41,0.02357245609164238
42,0.021581213921308517
43,0.019789820536971092
44,0.018142661079764366
45,0.01660601794719696
46,0.015163799747824669
47,0.013805731199681759
48,0.012516509741544724
49,0.011287866160273552
50,0.010129843838512897
51,0.009052862413227558
52,0.008058537729084492
53,0.007150850724428892
54,0.006329835392534733
55,0.0055906218476593494
56,0.004925635177642107
57,0.004329223185777664
58,0.003801364917308092
59,0.003339783288538456
60,0.0029377832543104887
61,0.0025878334417939186
62,0.0022811645176261663
63,0.002010280266404152
64,0.0017703501507639885
65,0.001559550641104579
66,0.001378820277750492
67,0.0012286041164770722
68,0.001107039162889123
69,0.0010093662422150373
70,0.0009288218570873141
71,0.0008604433969594538
72,0.0008010918973013759
73,0.0007486893446184695
74,0.0007018293836154044
75,0.0006595424492843449
76,0.0006211416912265122
77,0.0005861232639290392
78,0.0005541013670153916
79,0.0005247671506367624
80,0.0004978622891940176
81,0.00047316355630755424
82,0.0004504738317336887
83,0.0004296173283364624
84,0.00041043563396669924
85,0.0003927860234398395
86,0.0003765385190490633
87,0.00036157507565803826
88,0.0003477865247987211
89,0.00033507231273688376
90,0.00032333889976143837
91,0.000312499119900167
92,0.00030247209360823035
93,0.00029318287852220237
94,0.0002845619455911219
95,0.00027654593577608466
96,0.000269077077973634
97,0.0002621027233544737
98,0.0002555756946094334
99,0.0002494535001460463
100,0.00024369840684812516
101,0.00023827682889532298
102,0.00023315839644055814
103,0.00022831678506918252
104,0.00022372850799001753
105,0.00021937236306257546
106,0.00021523013128899038
107,0.00021128485968802124
108,0.00020752196724060923
109,0.0002039281534962356
110,0.0002004912676056847
111,0.00019720042473636568
112,0.000194045904208906
113,0.00019101850921288133
114,0.00018810990150086582
115,0.00018531261594034731
116,0.0001826194056775421
117,0.0001800238824216649
118,0.00017751999257598072
119,0.00017510211910121143
120,0.00017276497965212911
121,0.00017050394671969116
122,0.00016831445100251585
123,0.00016619230154901743
124,0.00016413384582847357
125,0.0001621352566871792
126,0.0001601933763595298
127,0.0001583053672220558
128,0.0001564679987495765
129,0.0001546786807011813
130,0.0001529352302895859
131,0.0001512351300334558
132,0.0001495763863204047
133,0.00014795703464187682
134,0.0001463752705603838
135,0.00014482924598269165
136,0.00014331750571727753
137,0.00014183858002070338
138,0.0001403910864610225
139,0.0001389735989505425
140,0.00013758512795902789
141,0.00013622436381410807
142,0.00013489028788171709
143,0.0001335819688392803
144,0.00013229843170847744
145,0.0001310387160629034
146,0.0001298021525144577
147,0.00012858786794822663
148,0.00012739507656078786
149,0.00012622315261978656
150,0.00012507144128903747
151,0.0001239392877323553
152,0.00012282605166547
153,0.0001217312237713486
154,0.00012065423652529716
155,0.00011959454423049465
156,0.00011855179036501795
157,0.00011752531281672418
158,0.00011651503155007958
159,0.00011552004434634
160,0.000114540132926777
161,0.00011357512266840786
162,0.00011262449697824195
163,0.00011168773926328868
164,0.00011076468945248052
165,0.00010985478002112359
166,0.00010895809828070924
167,0.00010807400394696742
168,0.00010720244608819485
169,0.00010634284262778237
170,0.00010549528815317899
171,0.00010465915693202987
172,0.00010383449262008071
173,0.00010302076407242566
174,0.00010221792763331905
175,0.00010142585961148143
176,0.0001006439997581765
177,9.987248631659895e-05
178,9.911086090141907e-05
179,9.835914534050971e-05
180,9.761683031683788e-05
181,9.688409772934392e-05
182,9.616038005333394e-05
183,9.544587373966351e-05
184,9.474020771449432e-05
185,9.404318552697077e-05
186,9.335478534922004e-05
187,9.267467248719186e-05
188,9.200279600918293e-05
189,9.133899584412575e-05
190,9.06831119209528e-05
191,9.00351587915793e-05
192,8.939474355429411e-05
193,8.876177162164822e-05
194,8.813627937342972e-05
195,8.751795394346118e-05
196,8.690683171153069e-05
197,8.630270895082504e-05
198,8.570542559027672e-05
199,8.511504711350426e-05
