,EpochLoss
0,7.189351558685303
1,4.563953399658203
2,2.4669814109802246
3,1.195005178451538
4,0.4268006682395935
5,0.12189506739377975
6,0.0740417018532753
7,0.07742084562778473
8,0.07918921858072281
9,0.07214565575122833
10,0.059710387140512466
11,0.04638002812862396
12,0.0313001312315464
13,0.02112712897360325
14,0.020946934819221497
15,0.02147648110985756
16,0.017285596579313278
17,0.00963417999446392
18,0.004303423687815666
19,0.002218973822891712
20,0.0012511468958109617
21,0.001006426988169551
22,0.0009161743219010532
23,0.0006078031146898866
24,0.0003908824292011559
25,0.00029680822626687586
26,0.0002126447798218578
27,0.00017155962996184826
28,0.0001575529749970883
29,0.0001343505718978122
30,0.00010988870053552091
31,9.312147449236363e-05
32,8.262010669568554e-05
33,7.445985829690471e-05
34,6.571071571670473e-05
35,5.5854932725196704e-05
36,4.6289667807286605e-05
37,3.810216730926186e-05
38,3.134857979603112e-05
39,2.5799301511142403e-05
40,2.1306066628312692e-05
41,1.772077666828409e-05
42,1.4862010175420437e-05
43,1.256019459106028e-05
44,1.0688330803532153e-05
45,9.15614054974867e-06
46,7.898364856373519e-06
47,6.863818725832971e-06
48,6.0109555306553375e-06
49,5.304640126269078e-06
50,4.717192496173084e-06
51,4.2254569052602164e-06
52,3.811139094977989e-06
53,3.459488425505697e-06
54,3.15930628858041e-06
55,2.9010934667894617e-06
56,2.6778204755828483e-06
57,2.4834569103404647e-06
58,2.313500317541184e-06
59,2.1640360046149e-06
60,2.0320912881288677e-06
61,1.9148112642142223e-06
62,1.8104288983522565e-06
63,1.7169427337648813e-06
64,1.6332927543771802e-06
65,1.5577415979350917e-06
66,1.4896710354150855e-06
67,1.427873371540045e-06
68,1.3717306046601152e-06
69,1.320565388596151e-06
70,1.273759153264109e-06
71,1.2308699979257653e-06
72,1.1915155937458621e-06
73,1.1552241403478547e-06
74,1.121878426602052e-06
75,1.0907710930041503e-06
76,1.061843136085372e-06
77,1.0352131312174606e-06
78,1.0103796057592263e-06
79,9.87166458799038e-07
80,9.653375627749483e-07
81,9.447752518099151e-07
82,9.256858675144031e-07
83,9.077453455574869e-07
84,8.905706181394635e-07
85,8.742205750422727e-07
86,8.589311164541868e-07
87,8.4452540249913e-07
88,8.307677603625052e-07
89,8.175402399501763e-07
90,8.048725703702075e-07
91,7.929118623906106e-07
92,7.814222726665321e-07
93,7.705220923526213e-07
94,7.599458626827982e-07
95,7.49811533751199e-07
96,7.401191055578238e-07
97,7.305444569283281e-07
98,7.215885489131324e-07
99,7.126914738364576e-07
100,7.044130825306638e-07
101,6.961641361158399e-07
102,6.882391403451038e-07
103,6.804615395594737e-07
104,6.728606649630819e-07
105,6.657016911049141e-07
106,6.586604399672069e-07
107,6.517077508760849e-07
108,6.450201226471108e-07
109,6.384797188729863e-07
110,6.320278771454468e-07
111,6.258705411710253e-07
112,6.198015398695134e-07
113,6.136735919426428e-07
114,6.079286549720564e-07
115,6.022721663612174e-07
116,5.967629022052279e-07
117,5.912536380492384e-07
118,5.858917120349361e-07
119,5.80706512209872e-07
120,5.756097039011365e-07
121,5.705423404833709e-07
122,5.655634254253528e-07
123,5.607906246041239e-07
124,5.559294891099853e-07
125,5.513334713214135e-07
126,5.467375672196795e-07
127,5.422298841040174e-07
128,5.378695959734614e-07
129,5.334798061085166e-07
130,5.292668561196479e-07
131,5.250537924439413e-07
132,5.209586220189522e-07
133,5.167751737644721e-07
134,5.128272846377513e-07
135,5.087910039947019e-07
136,5.049610649621172e-07
137,5.01130955399276e-07
138,4.972420128979138e-07
139,4.936771347274771e-07
140,4.89964975258772e-07
141,4.864885454480827e-07
142,4.827763291359588e-07
143,4.793587891072093e-07
144,4.7591174734407105e-07
145,4.7243520384654403e-07
146,4.6895871719243587e-07
147,4.6565895672756596e-07
148,4.6230027805904683e-07
149,4.591184676883131e-07
150,4.559365720524511e-07
151,4.528136230419477e-07
152,4.4974956381338416e-07
153,4.4674445121017925e-07
154,4.4362147377796646e-07
155,4.406163327530521e-07
156,4.3767016677520587e-07
157,4.3469449906297086e-07
158,4.317188029290264e-07
159,4.2883152673311997e-07
160,4.261800086169387e-07
161,4.2335159378126264e-07
162,4.206116557270434e-07
163,4.178716608294053e-07
164,4.1513169435347663e-07
165,4.12627343848726e-07
166,4.100642172488733e-07
167,4.074126138675638e-07
168,4.04908320206232e-07
169,4.0234513676296046e-07
170,3.998113697889494e-07
171,3.9733654944029695e-07
172,3.949501490296825e-07
173,3.9247530025932065e-07
174,3.900888714269968e-07
175,3.8773191590735223e-07
176,3.8546326663890795e-07
177,3.832536208392412e-07
178,3.8086722042862675e-07
179,3.786870195199299e-07
180,3.763889253605157e-07
181,3.74297087546438e-07
182,3.72028523543122e-07
183,3.6978937600906647e-07
184,3.677270399293775e-07
185,3.6557628391165053e-07
186,3.6348441767586337e-07
187,3.614515549088537e-07
188,3.5933024378209666e-07
189,3.572384628114378e-07
190,3.552349880919792e-07
191,3.532020969032601e-07
192,3.511987074489298e-07
193,3.4931306913676963e-07
194,3.4733906772999035e-07
195,3.454240697919886e-07
196,3.4359734968347766e-07
197,3.4168229490205704e-07
198,3.397083219169872e-07
199,3.379700501682237e-07
