,EpochLoss
0,5.010022163391113
1,2.2567138671875
2,1.0438109636306763
3,0.40698567032814026
4,0.11974196135997772
5,0.030483245849609375
6,0.01175733469426632
7,0.0075253392569720745
8,0.006739960517734289
9,0.004119442775845528
10,0.001996220089495182
11,0.001493424060754478
12,0.0014035766944289207
13,0.0011470988392829895
14,0.0008998788543976843
15,0.0008076119120232761
16,0.0007662393036298454
17,0.0006779921823181212
18,0.0005590349319390953
19,0.0004562272224575281
20,0.0003836599935311824
21,0.0003375222149770707
22,0.0003117540036328137
23,0.0002977655385620892
24,0.00028507891693152487
25,0.0002662758924998343
26,0.00024032108194660395
27,0.000210689046070911
28,0.00018133444245904684
29,0.00015462203009519726
30,0.0001314063702011481
31,0.00011175285908393562
32,9.538171434542164e-05
33,8.19086708361283e-05
34,7.091306179063395e-05
35,6.197555194376037e-05
36,5.472455086419359e-05
37,4.8825208068592474e-05
38,4.4001932110404596e-05
39,4.003541835118085e-05
40,3.6745295801665634e-05
41,3.3990960218943655e-05
42,3.1665662390878424e-05
43,2.9680741135962307e-05
44,2.797209526761435e-05
45,2.648837471497245e-05
46,2.5189736334141344e-05
47,2.4042723453021608e-05
48,2.3022999812383205e-05
49,2.210955244663637e-05
50,2.128625965269748e-05
51,2.0540943296509795e-05
52,1.986081406357698e-05
53,1.9238867025705986e-05
54,1.8667491531232372e-05
55,1.8138460291083902e-05
56,1.7649950677878223e-05
57,1.7195869077113457e-05
58,1.6771342416177504e-05
59,1.6375453924410976e-05
60,1.6004249118850566e-05
61,1.5652845831937157e-05
62,1.532399437564891e-05
63,1.5011900359240826e-05
64,1.4716872101416811e-05
65,1.4436774108617101e-05
66,1.4171608199831098e-05
67,1.3918023796577472e-05
68,1.3677541573997587e-05
69,1.3446200682665221e-05
70,1.3224307622294873e-05
71,1.301308202528162e-05
72,1.2810693078790791e-05
73,1.2616533240361605e-05
74,1.2429078196873888e-05
75,1.2249852261447813e-05
76,1.2075805898348335e-05
77,1.1908160558959935e-05
78,1.1745696610887535e-05
79,1.1587802873691544e-05
80,1.1437225111876614e-05
81,1.129152315115789e-05
82,1.1148562407470308e-05
83,1.1011089554813225e-05
84,1.0876359738176689e-05
85,1.0747727174020838e-05
86,1.0621225555951241e-05
87,1.0497772564121988e-05
88,1.0378890692663845e-05
89,1.0262448085995857e-05
90,1.0148748515348416e-05
91,1.0038706022896804e-05
92,9.931101885740645e-06
93,9.82654637482483e-06
94,9.724429219204467e-06
95,9.623529876989778e-06
96,9.526593203190714e-06
97,9.4324013844016e-06
98,9.338818017567974e-06
99,9.2476730060298e-06
100,9.157746717392001e-06
101,9.069345651369076e-06
102,8.983685802377295e-06
103,8.8989427240449e-06
104,8.816331501293462e-06
105,8.734330549486913e-06
106,8.656292266095988e-06
107,8.578253982705064e-06
108,8.500825060764328e-06
109,8.425834494119044e-06
110,8.35297760204412e-06
111,8.280730980914086e-06
112,8.20970399217913e-06
113,8.139894816849846e-06
114,8.071609954640735e-06
115,8.004545634321403e-06
116,7.938395356177352e-06
117,7.873462891438976e-06
118,7.807921974745113e-06
119,7.744818503852002e-06
120,7.682325303903781e-06
121,7.621051281603286e-06
122,7.560387530247681e-06
123,7.500332685594913e-06
124,7.443631602654932e-06
125,7.386930974462302e-06
126,7.329619620577432e-06
127,7.2738325798127335e-06
128,7.217739948828239e-06
129,7.163781901908806e-06
130,7.1113486228568945e-06
131,7.059523341013119e-06
132,7.008613920334028e-06
133,6.956789547984954e-06
134,6.904966085130582e-06
135,6.856189429527149e-06
136,6.806499186495785e-06
137,6.757113169442164e-06
138,6.710775778628886e-06
139,6.66321875542053e-06
140,6.617186045332346e-06
141,6.571458925463958e-06
142,6.527560344693484e-06
143,6.4815276346053e-06
144,6.437933279812569e-06
145,6.394644060492283e-06
146,6.350441708491417e-06
147,6.308675438049249e-06
148,6.2672156673215795e-06
149,6.225146080396371e-06
150,6.184905032569077e-06
151,6.143749942566501e-06
152,6.103203759266762e-06
153,6.064183253329247e-06
154,6.025160473654978e-06
155,5.988274551782524e-06
156,5.9495578170754015e-06
157,5.911450443818467e-06
158,5.874257567484165e-06
159,5.838589913764736e-06
160,5.800787221232895e-06
161,5.76694810661138e-06
162,5.730060820496874e-06
163,5.695002528227633e-06
164,5.659638190991245e-06
165,5.625799531117082e-06
166,5.591960416495567e-06
167,5.5587311180715915e-06
168,5.52519622942782e-06
169,5.492271156981587e-06
170,5.460565716930432e-06
171,5.4273364185064565e-06
172,5.395936568675097e-06
173,5.364535809349036e-06
174,5.334659817890497e-06
175,5.302953923091991e-06
176,5.271859208733076e-06
177,5.243201940174913e-06
178,5.213325039221672e-06
179,5.182230324862758e-06
180,5.1535730563045945e-06
181,5.124611561768688e-06
182,5.09625942868297e-06
183,5.0682119763223454e-06
184,5.039250027039088e-06
185,5.011507710150909e-06
186,4.983460257790284e-06
187,4.956023076374549e-06
188,4.929805072606541e-06
189,4.902976797893643e-06
190,4.876149432675447e-06
191,4.850540790357627e-06
192,4.823713425139431e-06
193,4.799323960469337e-06
194,4.77249614050379e-06
195,4.747497314383509e-06
196,4.722803623735672e-06
197,4.697500116890296e-06
198,4.6728064262424596e-06
199,4.650245955417631e-06
