,EpochLoss
0,7.219668388366699
1,4.583200931549072
2,2.4706647396087646
3,1.202382206916809
4,0.44349583983421326
5,0.14125247299671173
6,0.08072531223297119
7,0.08243989944458008
8,0.08066747337579727
9,0.06625227630138397
10,0.05134112387895584
11,0.04546143859624863
12,0.035698384046554565
13,0.02193542569875717
14,0.014429406262934208
15,0.012066281400620937
16,0.01002905797213316
17,0.007189112715423107
18,0.004505187273025513
19,0.0024345044512301683
20,0.0014646421186625957
21,0.001181751606054604
22,0.0004891034332104027
23,0.00012759909441228956
24,9.139019675785676e-05
25,0.00010558058420429006
26,0.000117860508908052
27,0.00011962226562900469
28,0.00010554763866821304
29,8.208010694943368e-05
30,6.067378126317635e-05
31,4.583281042869203e-05
32,3.70946763723623e-05
33,3.26808076351881e-05
34,3.092995393672027e-05
35,3.0387651349883527e-05
36,2.9855465982109308e-05
37,2.870663047360722e-05
38,2.6893789254245348e-05
39,2.4544810003135353e-05
40,2.1754487534053624e-05
41,1.8708451534621418e-05
42,1.571824941493105e-05
43,1.3064927770756185e-05
44,1.0882667993428186e-05
45,9.16825229069218e-06
46,7.847253982617985e-06
47,6.829888661741279e-06
48,6.037128969182959e-06
49,5.407084699982079e-06
50,4.89447484142147e-06
51,4.466217887966195e-06
52,4.1002422221936285e-06
53,3.7804877592861885e-06
54,3.4967160900123417e-06
55,3.241890453864471e-06
56,3.0114761102595367e-06
57,2.8023200684401672e-06
58,2.612036496429937e-06
59,2.4393873445660574e-06
60,2.2826354779681424e-06
61,2.140367314495961e-06
62,2.011641527133179e-06
63,1.8949572222481947e-06
64,1.789755629033607e-06
65,1.6941813782977988e-06
66,1.6077943882919499e-06
67,1.5296524225050234e-06
68,1.4585189092031214e-06
69,1.3939525160822086e-06
70,1.335276124336815e-06
71,1.281576828660036e-06
72,1.232560407515848e-06
73,1.187814859804348e-06
74,1.14663293970807e-06
75,1.1088678775195149e-06
76,1.0739006484072888e-06
77,1.0415845963507309e-06
78,1.0118312729900936e-06
79,9.841397741183755e-07
80,9.58569216891192e-07
81,9.34500803850824e-07
82,9.121114885601855e-07
83,8.911656550480984e-07
84,8.713980719221581e-07
85,8.529855790584406e-07
86,8.354567739843333e-07
87,8.191357778741803e-07
88,8.03521857051237e-07
89,7.889978519415308e-07
90,7.74797968006169e-07
91,7.617763913003728e-07
92,7.489609856747848e-07
93,7.368231536020176e-07
94,7.253039484567125e-07
95,7.144033702388697e-07
96,7.038269131953712e-07
97,6.936334102647379e-07
98,6.839701995886571e-07
99,6.747194447598304e-07
100,6.657633093709592e-07
101,6.570133450622961e-07
102,6.484694949904224e-07
103,6.405739441106562e-07
104,6.326487778096634e-07
105,6.251067929952114e-07
106,6.176235842758615e-07
107,6.103171585891687e-07
108,6.036588615643268e-07
109,5.968827281321865e-07
110,5.902833208892844e-07
111,5.839785899297567e-07
112,5.776148555014515e-07
113,5.715457973565208e-07
114,5.658008035425155e-07
115,5.598200232270756e-07
116,5.544285954783845e-07
117,5.488897727445874e-07
118,5.435277898868662e-07
119,5.382246968110849e-07
120,5.331277748155117e-07
121,5.280013510855497e-07
122,5.231401587479922e-07
123,5.182495783628838e-07
124,5.135356673235947e-07
125,5.087628665023658e-07
126,5.042551833867037e-07
127,4.998358917873702e-07
128,4.954460450790066e-07
129,4.911740916213603e-07
130,4.87108366087341e-07
131,4.828363557862758e-07
132,4.787411285178678e-07
133,4.748816309074755e-07
134,4.70786375217358e-07
135,4.669858242323244e-07
136,4.630084333712148e-07
137,4.592667437464115e-07
138,4.555840007469669e-07
139,4.5190120090410346e-07
140,4.483657960463461e-07
141,4.4477144456323003e-07
142,4.4123592601863493e-07
143,4.378772757718252e-07
144,4.346069601979252e-07
145,4.3118933490404743e-07
146,4.279190761735663e-07
147,4.248845186793915e-07
148,4.2167306446572184e-07
149,4.1834385910988203e-07
150,4.154270811795868e-07
151,4.123629935293138e-07
152,4.092989911441691e-07
153,4.0641160126142495e-07
154,4.0346540686186927e-07
155,4.005781022442534e-07
156,3.977792175646755e-07
157,3.948918845253502e-07
158,3.9206352653309295e-07
159,3.8950028624640254e-07
160,3.866718998324359e-07
161,3.8413816128013423e-07
162,3.8136872149152623e-07
163,3.7874653457947716e-07
164,3.762716858091153e-07
165,3.737084739441343e-07
166,3.710568989845342e-07
167,3.687293315124407e-07
168,3.663428742584074e-07
169,3.638091072843963e-07
170,3.6145215176475176e-07
171,3.5909511097997893e-07
172,3.568854083368933e-07
173,3.5449897950456943e-07
174,3.5214196714150603e-07
175,3.4993229292012984e-07
176,3.476637004951044e-07
177,3.4530671655375045e-07
178,3.432443236306426e-07
179,3.411525142382743e-07
180,3.3920798614417436e-07
181,3.369098919847602e-07
182,3.347591359670332e-07
183,3.3278513456025394e-07
184,3.30840606466154e-07
185,3.286603771357477e-07
186,3.267747956670064e-07
187,3.247418760565779e-07
188,3.229151843697764e-07
189,3.210001580100652e-07
190,3.190261566032859e-07
191,3.1714051829112577e-07
192,3.1543169143333216e-07
193,3.1333985361925443e-07
194,3.115721085578116e-07
195,3.097159719800402e-07
196,3.079776433878578e-07
197,3.062393716390943e-07
198,3.0464835276688973e-07
199,3.0264493489085e-07
